id,image_path,mask_path,image_name,mask_name,source,mask_ratio,height,width
027,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_027.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_027.png,train_027.jpg,mask_027.png,ara,0.5162816660502959,4160,3120
028,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_028.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_028.png,train_028.jpg,mask_028.png,ara,0.35601497441013186,1441,2560
029,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_029.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_029.png,train_029.jpg,mask_029.png,ara,0.0117578125,360,640
030,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_030.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_030.png,train_030.jpg,mask_030.png,ara,0.03288916111932939,4160,3120
031,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_031.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_031.png,train_031.jpg,mask_031.png,ara,0.640578968903437,235,416
032,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_032.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_032.png,train_032.jpg,mask_032.png,ara,0.00691940374921235,2760,3680
033,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_033.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_033.png,train_033.jpg,mask_033.png,ara,0.030404926818094136,4608,3456
034,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_034.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_034.png,train_034.jpg,mask_034.png,ara,0.0015677181789540012,2760,3680
035,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_035.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_035.png,train_035.jpg,mask_035.png,ara,0.1401765131903353,4160,3120
036,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_036.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_036.png,train_036.jpg,mask_036.png,ara,0.2667489977253018,1285,857
037,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_037.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_037.png,train_037.jpg,mask_037.png,ara,0.33107567443987196,216,324
038,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_038.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_038.png,train_038.jpg,mask_038.png,ara,0.38163189269746645,244,330
039,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_039.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_039.png,train_039.jpg,mask_039.png,ara,0.17548611111111112,180,240
040,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_040.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_040.png,train_040.jpg,mask_040.png,ara,0.17988217768147347,284,416
041,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_041.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_041.png,train_041.jpg,mask_041.png,ara,0.14733316896778434,234,416
042,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_042.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_042.png,train_042.jpg,mask_042.png,ara,0.34694053208137715,300,426
043,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_043.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_043.png,train_043.jpg,mask_043.png,ara,0.15762025,4000,3000
044,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_044.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_044.png,train_044.jpg,mask_044.png,ara,0.029447115384615384,208,416
045,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_045.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_045.png,train_045.jpg,mask_045.png,ara,0.04447123089250493,4160,3120
046,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_046.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_046.png,train_046.jpg,mask_046.png,ara,0.354443413729128,539,1000
047,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_047.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_047.png,train_047.jpg,mask_047.png,ara,0.039691558441558444,220,280
048,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_048.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_048.png,train_048.jpg,mask_048.png,ara,0.04674189814814815,720,720
049,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_049.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_049.png,train_049.jpg,mask_049.png,ara,0.05342881944444444,360,640
050,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_050.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_050.png,train_050.jpg,mask_050.png,ara,0.04388695987654321,720,720
051,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_051.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_051.png,train_051.jpg,mask_051.png,ara,0.01885238603988604,216,416
052,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_052.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_052.png,train_052.jpg,mask_052.png,ara,0.11188524716469428,4160,3120
053,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_053.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_053.png,train_053.jpg,mask_053.png,ara,0.0976464870869203,277,416
054,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_054.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_054.png,train_054.jpg,mask_054.png,ara,0.25028148442263787,485,727
055,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_055.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_055.png,train_055.jpg,mask_055.png,ara,0.05255063765941485,387,620
056,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_056.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_056.png,train_056.jpg,mask_056.png,ara,0.17579665927021695,4160,3120
057,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_057.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_057.png,train_057.jpg,mask_057.png,ara,0.14100836370310166,2365,1774
058,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_058.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_058.png,train_058.jpg,mask_058.png,ara,0.12127866124260354,208,416
059,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_059.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_059.png,train_059.jpg,mask_059.png,ara,0.09120800176834659,174,416
060,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_060.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_060.png,train_060.jpg,mask_060.png,ara,0.12875862068965518,667,1000
062,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_062.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_062.png,train_062.jpg,mask_062.png,ara,0.001267361111111111,360,640
063,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_063.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_063.png,train_063.jpg,mask_063.png,ara,0.218525,300,400
064,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_064.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_064.png,train_064.jpg,mask_064.png,ara,0.2168165589551227,522,763
065,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_065.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_065.png,train_065.jpg,mask_065.png,ara,0.002204861111111111,360,640
066,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_066.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_066.png,train_066.jpg,mask_066.png,ara,0.18533326206638517,265,353
067,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_067.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_067.png,train_067.jpg,mask_067.png,ara,0.22078255978796843,4160,3120
068,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_068.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_068.png,train_068.jpg,mask_068.png,ara,0.0008618856332703213,2760,3680
069,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_069.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_069.png,train_069.jpg,mask_069.png,ara,0.22494245746056102,563,845
070,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_070.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_070.png,train_070.jpg,mask_070.png,ara,0.4194320987654321,675,1080
071,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_071.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_071.png,train_071.jpg,mask_071.png,ara,0.0005764610901071203,2760,3680
072,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_072.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_072.png,train_072.jpg,mask_072.png,ara,0.29036285077817814,422,634
073,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_073.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_073.png,train_073.jpg,mask_073.png,ara,0.05212962962962963,720,720
074,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_074.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_074.png,train_074.jpg,mask_074.png,ara,0.059058147967263094,446,303
075,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_075.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_075.png,train_075.jpg,mask_075.png,ara,0.002681947069943289,2760,3680
076,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_076.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_076.png,train_076.jpg,mask_076.png,ara,0.0932421875,360,640
077,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_077.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_077.png,train_077.jpg,mask_077.png,ara,0.0656306243836292,4160,3120
078,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_078.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_078.png,train_078.jpg,mask_078.png,ara,0.0846600714990138,4160,3120
079,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_079.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_079.png,train_079.jpg,mask_079.png,ara,0.00023481805293005671,2760,3680
080,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_080.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_080.png,train_080.jpg,mask_080.png,ara,0.04640416666666667,800,1200
081,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_081.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_081.png,train_081.jpg,mask_081.png,ara,0.0874111654388757,599,899
082,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_082.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_082.png,train_082.jpg,mask_082.png,ara,0.06231508875739645,234,416
083,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_083.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_083.png,train_083.jpg,mask_083.png,ara,0.08000864248294347,768,1368
084,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_084.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_084.png,train_084.jpg,mask_084.png,ara,0.009978298611111111,360,640
085,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_085.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_085.png,train_085.jpg,mask_085.png,ara,0.3622000328731098,234,416
086,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_086.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_086.png,train_086.jpg,mask_086.png,ara,0.19921170855632456,401,534
087,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_087.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_087.png,train_087.jpg,mask_087.png,ara,0.009539930555555555,360,640
088,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_088.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_088.png,train_088.jpg,mask_088.png,ara,0.07479621715732827,243,416
089,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_089.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_089.png,train_089.jpg,mask_089.png,ara,0.04029513888888889,720,720
090,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_090.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_090.png,train_090.jpg,mask_090.png,ara,0.1117983865210252,483,725
091,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_091.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_091.png,train_091.jpg,mask_091.png,ara,0.26845357510288065,1440,1080
092,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_092.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_092.png,train_092.jpg,mask_092.png,ara,0.03160493827160494,720,720
093,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_093.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_093.png,train_093.jpg,mask_093.png,ara,0.15518403317781235,360,643
094,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_094.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_094.png,train_094.jpg,mask_094.png,ara,0.14816957398837072,636,1272
095,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_095.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_095.png,train_095.jpg,mask_095.png,ara,0.37504464285714284,224,300
096,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_096.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_096.png,train_096.jpg,mask_096.png,ara,0.33933670796351084,4160,3120
097,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_097.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_097.png,train_097.jpg,mask_097.png,ara,0.10871527777777777,720,720
098,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_098.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_098.png,train_098.jpg,mask_098.png,ara,0.34380136423405655,234,416
099,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_099.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_099.png,train_099.jpg,mask_099.png,ara,0.03446159015715467,372,416
100,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_100.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_100.png,train_100.jpg,mask_100.png,ara,0.00326106647763075,2760,3680
101,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_101.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_101.png,train_101.jpg,mask_101.png,ara,0.005093336483931947,2760,3680
102,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_102.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_102.png,train_102.jpg,mask_102.png,ara,0.05381751543209876,720,720
103,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_103.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_103.png,train_103.jpg,mask_103.png,ara,0.16180401277422937,277,416
104,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_104.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_104.png,train_104.jpg,mask_104.png,ara,0.059270833333333335,720,720
105,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_105.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_105.png,train_105.jpg,mask_105.png,ara,0.06884375997446537,241,416
106,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_106.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_106.png,train_106.jpg,mask_106.png,ara,0.050759522928994084,4160,3120
107,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_107.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_107.png,train_107.jpg,mask_107.png,ara,0.303,300,400
108,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_108.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_108.png,train_108.jpg,mask_108.png,ara,0.12185908333333334,4000,3000
109,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_109.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_109.png,train_109.jpg,mask_109.png,ara,0.3742013888888889,360,640
110,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_110.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_110.png,train_110.jpg,mask_110.png,ara,0.03998862616942202,408,612
111,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_111.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_111.png,train_111.jpg,mask_111.png,ara,0.14334512142504932,4160,3120
112,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_112.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_112.png,train_112.jpg,mask_112.png,ara,0.10050347222222222,360,640
113,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_113.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_113.png,train_113.jpg,mask_113.png,ara,0.3522806164954179,277,416
114,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_114.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_114.png,train_114.jpg,mask_114.png,ara,0.11419174382716049,720,720
115,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_115.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_115.png,train_115.jpg,mask_115.png,ara,0.6366887019230769,416,560
116,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_116.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_116.png,train_116.jpg,mask_116.png,ara,0.037955555555555555,150,225
117,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/images/train_117.jpg,/kaggle/input/competitions/data-science-ara-7-0/dataset/dataset/train/mask/mask_117.png,train_117.jpg,mask_117.png,ara,0.08561538461538462,250,416
